scalerank,featurecla,type,name,abbrev,location,gps_code,iata_code,natlscale,name_en,wdid_score,ne_id,X,Y
9,Airport,small,Sahnewal,LUH,terminal,VILD,LUH,8,Sahnewal Airport,4,1159113785,76.00,31.00
9,Airport,mid,Solapur,SSE,terminal,VASL,SSE,8,Solapur Airport,4,1159113803,76.00,18.00
9,Airport,mid,Birsa Munda,IXR,terminal,VERC,IXR,8,Birsa Munda Airport,4,1159113831,85.00,23.00
9,Airport,mid,Ahwaz,AWZ,terminal,OIAW,AWZ,8,Ahwaz International Airport,4,1159113845,49.00,31.00
9,Airport,mid and military,Gwalior,GWL,terminal,VIGR,GWL,8,Gwalior Airport,4,1159113863,78.00,26.00
9,Airport,mid,Hodeidah Int'l,HOD,terminal,OYHD,HOD,8,Hodeida International Airport,4,1159113883,43.00,15.00
9,Airport,mid,Devi Ahilyabai Holkar Int'l,IDR,terminal,VAID,IDR,8,Devi Ahilyabai Holkar Airport,4,1159113903,76.00,23.00
9,Airport,mid,Gandhinagar,ISK,ramp,VANR,ISK,8,Gandhinagar Airport,4,1159113917,74.00,20.00
9,Airport,major and military,Chandigarh Int'l,IXC,terminal,VICG,IXC,8,Chandigarh Airport,4,1159113937,77.00,31.00
9,Airport,mid,Aurangabad,IXU,terminal,VAAU,IXU,8,Aurangabad Airport,4,1159113953,75.00,20.00
9,Airport,mid and military,Faisalabad Int'l,LYP,terminal,OPFA,LYP,8,Faisalabad International Airport,4,1159113971,73.00,31.00
9,Airport,mid,Omsk Tsentralny,OMS,terminal,UNOO,OMS,8,Omsk Tsentralny Airport,4,1159113991,73.00,55.00
9,Airport,mid,Novosibirsk Tolmachev,OVB,terminal,UNNT,OVB,8,Tolmachevo Airport,4,1159114013,83.00,55.00
9,Airport,mid and military,Zaporozhye Int'l,OZH,runway,UKDE,OZH,8,Zaporizhzhia International Airport,4,1159114037,35.00,48.00
9,Airport,mid,Simpang Tiga,PKU,terminal,WIBB,PKU,8,Sultan Syarif Kasim II Airport,4,1159114047,101.00,
9,Airport,mid,Rota Int'l,ROP,terminal,PGRO,ROP,8,Rota International Airport,4,1159114063,145.00,14.00
9,Airport,mid,Surgut,SGC,terminal,USRR,SGC,8,Surgut International Airport,4,1159114081,73.00,61.00
9,Airport,mid,Tiruchirappalli,TRZ,terminal,VOTR,TRZ,8,Tiruchirapalli Airport,4,1159114099,79.00,11.00
9,Airport,mid,Turbat Int'l,TUK,terminal,OPTU,TUK,8,Turbat International Airport,4,1159114117,63.00,26.00
9,Airport,mid,Quetta Int'l,UET,terminal,OPQT,UET,8,Quetta International Airport,4,1159114135,67.00,30.00
9,Airport,mid,Zahedan Int'l,ZAH,terminal,OIZH,ZAH,8,Zahedan Airport,4,1159114153,61.00,29.00
9,Airport,mid and military,Abdul Rachman Saleh,MLG,ramp,WARA,MLG,8,Abdul Rachman Saleh Airport,4,1159114171,113.00,-8.00
9,Airport,mid,Barnaul,BAX,ramp,UNBB,BAX,8,Barnaul Airport,4,1159114187,84.00,53.00
9,Airport,military mid,Adampur,VIAX,runway,VIAX,,8,Adampur Air force base,5,1159114195,76.00,31.00
9,Airport,military,Bareilly,VIBY,runway,VIBY,,8,Bareilly Airport,4,1159114211,79.00,28.00
9,Airport,small,Dhamial,OPQS,runway,OPQS,,8,Dhamial Army Airbase,4,1159114231,73.00,34.00
9,Airport,major,Cheongju Int'l,CJJ,terminal,RKTU,CJJ,8,Cheongju International Airport,4,1159114253,127.00,37.00
9,Airport,mid and military,Gwangju,KWJ,terminal,RKJJ,KWJ,8,Gwangju Airport,4,1159114271,127.00,35.00
9,Airport,mid,Daegu Int'l,TAE,terminal,RKTN,TAE,8,Daegu International Airport,4,1159114289,129.00,36.00
9,Airport,mid,Ulsan,USN,terminal,RKPU,USN,8,Ulsan Airport,4,1159114319,129.00,36.00
9,Airport,mid,Radin Inten II,WIIT,terminal,WIAT,TKG,8,Radin Inten II Airport,4,1159114325,105.00,-5.00
9,Airport,military,Allahabad,IXD,ramp,VIAL,IXD,8,Allahabad Airport,4,1159114341,82.00,25.00
9,Airport,mid,Chelyabinsk,CEK,terminal,USCC,CEK,8,Chelyabinsk Airport,4,1159114359,62.00,55.00
8,Airport,military mid,Tainan,TNN,ramp,RCNN,TNN,10,Tainan Airport,4,1159114373,120.00,23.00
8,Airport,military mid,Taichung,RMQ,ramp,RCMQ,RMQ,10,Taichung Airport,4,1159114393,121.00,24.00
8,Airport,mid,Rotterdam The Hague,RTM,terminal,EHRD,RTM,10,Rotterdam The Hague Airport,4,1159114411,4.00,52.00
8,Airport,mid,Voronezh-Chertovitskoye,VOZ,terminal,UUOO,VOZ,10,Voronezh International Airport,4,1159114431,39.00,52.00
8,Airport,major,Liverpool John Lennon,LPL,ramp,EGGP,LPL,10,Liverpool John Lennon Airport,4,1159114447,-3.00,53.00
8,Airport,mid,Vishakapatnam,VTZ,terminal,VEVZ,VTZ,10,Visakhapatnam Airport,4,1159114465,83.00,18.00
8,Airport,major,Sultan Hasanuddin Int'l,UPG,terminal,WAAA,UPG,10,Sultan Hasanuddin International Airport,4,1159114481,120.00,-5.00
8,Airport,mid,Vava'u Int'l,VAV,terminal,NFTV,VAV,10,Vava'u International Airport,4,1159114497,-174.00,-19.00
8,Airport,major,Newcastle Int'l,NCL,terminal,EGNT,NCL,10,Newcastle Airport,4,1159114519,-2.00,55.00
8,Airport,mid,Goloson Int'l,LCE,terminal,MHLC,LCE,10,Golosón International Airport,4,1159114531,-87.00,16.00
8,Airport,major,Madinah Int'l,MED,terminal,OEMA,MED,10,Prince Mohammad Bin Abdulaziz Airport,4,1159114549,40.00,25.00
8,Airport,mid,Mirabel Int'l,YMX,terminal,CYMX,YMX,10,Montréal–Mirabel International Airport,4,1159114567,-74.00,46.00
8,Airport,mid,Palanga Int'l,PLQ,terminal,EYPA,PLQ,10,Palanga International Airport,4,1159114587,21.00,56.00
8,Airport,mid,Jaipur Int'l,JAI,terminal,VIJP,JAI,10,Jaipur Airport,4,1159114607,76.00,27.00
8,Airport,mid,Sonari,IXW,terminal,VEJS,IXW,10,Sonari Airport,4,1159114623,86.00,23.00
8,Airport,mid,Yenisehir,YEI,ramp,LTBR,YEI,10,Yenişehir Airport,4,1159114643,30.00,40.00
8,Airport,major,Şakirpaşa,ADA,terminal,LTAF,ADA,10,Adana Şakirpaşa Airport,4,1159114663,35.00,37.00
8,Airport,mid,Kodiak,ADQ,ramp,PADQ,ADQ,10,Kodiak Airport,4,1159114685,-152.00,58.00
8,Airport,major,Amarillo Int'l,AMA,terminal,KAMA,AMA,10,Rick Husband Amarillo International Airport,4,1159114695,-102.00,35.00
8,Airport,mid,Alice Springs,ASP,terminal,YBAS,ASP,10,Alice Springs Airport,4,1159114713,134.00,-24.00
8,Airport,mid and military,Raja Sansi Int'l,ATQ,terminal,VIAR,ATQ,10,Sri Guru Ram Dass Jee International Airport,4,1159114737,75.00,32.00
8,Airport,mid,Biju Patnaik,BBI,terminal,VEBS,BBI,10,Biju Patnaik Airport,4,1159114753,86.00,20.00
8,Airport,mid,Bethel,BET,runway,PABE,BET,10,Bethel Airport,4,1159114773,-162.00,61.00
8,Airport,mid,Palonegro,BGA,terminal,SKBG,BGA,10,Palonegro International Airport,4,1159114791,-73.00,7.00
8,Airport,major,Birmingham Int'l,BHM,terminal,KBHM,BHM,10,Birmingham-Shuttlesworth International Airport,4,1159114807,-87.00,34.00
8,Airport,mid,Broken Hill,BHQ,terminal,YBHI,BHQ,10,Broken Hill Airport,4,1159114825,141.00,-32.00
8,Airport,major,Logan Int'l,BIL,terminal,KBIL,BIL,10,Billings Logan International Airport,4,1159114843,-109.00,46.00
8,Airport,mid,Bismarck Muni.,BIS,terminal,KBIS,BIS,10,Bismarck Municipal Airport,4,1159114861,-101.00,47.00
8,Airport,mid,Del Bajio Int'l,BJX,terminal,MMLO,BJX,10,Del Bajío International Airport,4,1159114875,-101.00,21.00
8,Airport,mid,Benin,BNI,terminal,DNBE,BNI,10,Benin Airport,4,1159114893,6.00,6.00
8,Airport,major,Bourgas,BOJ,ramp,LBBG,BOJ,10,Burgas Airport,4,1159114899,28.00,43.00
8,Airport,major,Bremen,BRE,terminal,EDDW,BRE,10,Bremen Airport,4,1159114933,9.00,53.00
8,Airport,mid,Jacinto Lara Int'l,BRM,terminal,SVBM,BRM,10,Jacinto Lara International Airport,4,1159114957,-69.00,10.00
8,Airport,mid,Brownsville-South Padre Island Int'l,BRO,terminal,KBRO,BRO,10,Brownsville/South Padre Island International Airport,4,1159114971,-97.00,26.00
8,Airport,major,Bristol Int'l,BRS,terminal,EGGD,BRS,10,Bristol Airport,4,1159114989,-3.00,51.00
8,Airport,major,Baton Rouge Metro,BTR,terminal,KBTR,BTR,10,Baton Rouge Metropolitan Airport,4,1159115003,-91.00,31.00
8,Airport,major,Bratislava-M.R. Štefánik,BTS,terminal,LZIB,BTS,10,M. R. Štefánik Airport,4,1159115025,17.00,48.00
8,Airport,mid,Burlington Int'l,BTV,terminal,KBTV,BTV,10,Burlington International Airport,4,1159115045,-73.00,44.00
8,Airport,major,Columbia Metro,CAE,terminal,KCAE,CAE,10,Columbia Metropolitan Airport,4,1159115063,-81.00,34.00
8,Airport,major,Calicut Int'l,CCJ,terminal,VOCL,CCJ,10,Calicut International Airport,4,1159115083,76.00,11.00
8,Airport,mid,Cocos (Keeling) Islands,CCK,terminal,YPCC,CCK,10,Cocos,4,1159115105,97.00,-12.00
8,Airport,mid,Corfu Int'l (Ioannis Kapodistrias),CFU,terminal,LGKR,CFU,10,Corfu International Airport,4,1159115125,20.00,40.00
8,Airport,major,Changchun Longjia Int'l,CGQ,terminal,ZYCC,CGQ,10,Changchun Longjia International Airport,4,1159115151,126.00,44.00
8,Airport,major and military,Charleston Int'l,CHS,terminal,KCHS,CHS,10,Charleston International Airport,2,1159115179,-80.00,33.00
8,Airport,mid,Coimbatore,CJB,terminal,VOCB,CJB,10,Coimbatore Airport,4,1159115195,77.00,11.00
8,Airport,mid,Someseni,CLJ,ramp,LRCL,CLJ,10,Cluj International Airport,4,1159115215,24.00,47.00
8,Airport,mid,Ignacio Agramonte,CMW,terminal,MUCM,CMW,10,Ignacio Agramonte International Airport,4,1159115239,-78.00,21.00
8,Airport,major,Casper/Natrona County Int'l,CPR,terminal,KCPR,CPR,10,Casper–Natrona County International Airport,4,1159115255,-106.00,43.00
8,Airport,major,Clark Int'l,CRK,ramp,RPLC,CRK,10,Clark International Airport,2,1159115281,121.00,15.00
8,Airport,major and military,Yeager,CRW,terminal,KCRW,CRW,10,Yeager Airport,4,1159115293,-82.00,38.00
8,Airport,major,Catania Fontanarossa,CTA,terminal,LICC,CTA,10,Catania-Fontanarossa Airport,4,1159115313,15.00,37.00
8,Airport,mid,Chetumal Int'l,CTM,terminal,MMCM,CTM,10,Chetumal International Airport,4,1159115333,-88.00,19.00
8,Airport,major,Cardiff,CWL,terminal,EGFF,CWL,10,Cardiff Airport,4,1159115353,-3.00,51.00
8,Airport,mid,Gerrard Smith,CYB,terminal,MWCB,CYB,10,Charles Kirkconnell International Airport,4,1159115383,-80.00,20.00
8,Airport,mid,Cozumel Int'l,CZM,terminal,MMCZ,CZM,10,Cozumel International Airport,4,1159115401,-87.00,21.00
8,Airport,major,James M. Cox Dayton Int'l,DAY,terminal,KDAY,DAY,10,Dayton International Airport,4,1159115417,-84.00,40.00
8,Airport,mid,Dubbo,DBO,approximate,YSDU,DBO,10,Dubbo City Airport,4,1159115439,149.00,-32.00
8,Airport,major,Washington Nat'l,DCA,terminal,KDCA,DCA,10,Ronald Reagan Washington National Airport,4,1159115459,-77.00,39.00
8,Airport,mid,Durango Int'l,DGO,terminal,MMDO,DGO,10,General Guadalupe Victoria International Airport,4,1159115479,-105.00,24.00
8,Airport,mid,Voloskoye,DNK,terminal,UKDD,DNK,10,Dnipropetrovsk International Airport,4,1159115501,35.00,48.00
8,Airport,major,Donetsk,DOK,terminal,UKCC,DOK,10,Donetsk International Airport,4,1159115513,38.00,48.00
8,Airport,mid,Santa Bernardina Int'l,DZO,runway,SUDU,DZO,10,Santa Bernardina International Airport,4,1159115539,-56.00,-33.00
8,Airport,major,Edinburgh Int'l,EDI,terminal,EGPH,EDI,10,Edinburgh Airport,4,1159115559,-3.00,56.00
8,Airport,mid,Terrance B. Lettsome Int'l,EIS,terminal,TUPJ,EIS,10,Terrance B. Lettsome International Airport,4,1159115573,-65.00,18.00
8,Airport,mid,Elko Reg.,EKO,terminal,KEKO,EKO,10,Elko Regional Airport,4,1159115593,-116.00,41.00
8,Airport,mid,Ensenada,ESE,ramp,MMES,ESE,10,Ensenada Airport,4,1159115613,-117.00,32.00
8,Airport,mid,Vágar,FAE,approximate,EKVG,FAE,10,Vágar Airport,4,1159115633,-7.00,62.00
8,Airport,mid and military,Hector Int'l,FAR,terminal,KFAR,FAR,10,Hector International Airport,4,1159115653,-97.00,47.00
8,Airport,mid,Fresno Yosemite Int'l,FAT,terminal,KFAT,FAT,10,Fresno Yosemite International Airport,4,1159115671,-120.00,37.00
8,Airport,mid,Flagstaff Pulliam,FLG,terminal,KFLG,FLG,10,Flagstaff Pulliam Airport,4,1159115693,-112.00,35.00
8,Airport,mid,Mundo Maya Int'l,FRS,terminal,MGTK,FRS,10,Mundo Maya International Airport,5,1159115711,-90.00,17.00
8,Airport,mid,Sioux Falls Reg.,FSD,terminal,KFSD,FSD,10,Sioux Falls Regional Airport,4,1159115731,-97.00,44.00
8,Airport,major,Spokane Int'l,GEG,terminal,KGEG,GEG,10,Spokane International Airport,4,1159115761,-118.00,48.00
8,Airport,mid,Exuma Int'l,GGT,terminal,MYEF,GGT,10,Exuma International Airport,4,1159115775,-76.00,24.00
8,Airport,mid,Gibraltar,GIB,runway,LXGB,GIB,10,Gibraltar International Airport,4,1159115799,-5.00,36.00
8,Airport,mid,Gerald R. Ford Int'l,GRR,terminal,KGRR,GRR,10,Gerald R. Ford International Airport,4,1159115827,-86.00,43.00
8,Airport,major,Triad Int'l,GSO,terminal,KGSO,GSO,10,Piedmont Triad International Airport,4,1159115847,-80.00,36.00
8,Airport,mid,Great Falls Int'l,GTF,terminal,KGTF,GTF,10,Great Falls International Airport,4,1159115875,-111.00,47.00
8,Airport,major,Gaziantep Oğuzeli Int'l,GZT,terminal,LTAJ,GZT,10,Oğuzeli Airport,4,1159115899,37.00,37.00
8,Airport,mid,Hubli,HBX,terminal,VAHB,HBX,10,Hubli Airport,5,1159115911,75.00,15.00
8,Airport,mid,Hat Yai Int'l,HDY,terminal,VTSS,HDY,10,Hat Yai International Airport,4,1159115937,100.00,7.00
8,Airport,mid,Hefei-Luogang,HFE,ramp,ZSOF,HFE,10,Hefei Luogang International Airport,4,1159115965,117.00,32.00
8,Airport,major,Hurghada Int'l,HRG,terminal,HEGN,HRG,10,Hurghada International Airport,4,1159115975,34.00,27.00
8,Airport,major,Kharkov Int'l,HRK,ramp,UKHH,HRK,10,Kharkiv International Airport,4,1159115997,36.00,50.00
8,Airport,major,Huntsville Int'l,HSV,terminal,KHSV,HSV,10,Huntsville International Airport,4,1159116015,-87.00,35.00
8,Airport,mid,Ibadan,IBA,ramp,DNIB,IBA,10,Ibadan Airport,4,1159116035,4.00,7.00
8,Airport,major,Kansas City Int'l,ICT,terminal,KICT,ICT,10,Wichita Dwight D. Eisenhower National Airport,4,1159116067,-97.00,38.00
8,Airport,mid,Wilmington Int'l,ILM,terminal,KILM,ILM,10,Wilmington International Airport,4,1159116087,-78.00,34.00
8,Airport,mid,Ilorin Int'l,ILR,terminal,DNIL,ILR,10,Ilorin International Airport,4,1159116105,4.00,8.00
8,Airport,mid,Falls Int'l,INL,terminal,KINL,INL,10,Falls International Airport,4,1159116121,-93.00,49.00
8,Airport,mid,Inverness,INV,terminal,EGPE,INV,10,Inverness Airport,4,1159116141,-4.00,58.00
8,Airport,mid,Imperial Cty.,IPL,terminal,KIPL,IPL,10,Imperial County Airport,4,1159116157,-116.00,33.00
8,Airport,mid,Jammu,IXJ,terminal,VIJU,IXJ,10,Jammu Airport,4,1159116179,75.00,33.00
8,Airport,mid,Madurai,IXM,terminal,VOMD,IXM,10,Madurai International Airport,4,1159116199,78.00,10.00
8,Airport,major and military,Jodhpur,JDH,terminal,VIJO,JDH,10,Jodhpur Airport,4,1159116221,73.00,26.00
8,Airport,mid,Jabalpur,JLR,terminal,VAJB,JLR,10,Jabalpur Airport,4,1159116243,80.00,23.00
8,Airport,mid,Kilimanjaro Int'l,JRO,terminal,HTKJ,JRO,10,Kilimanjaro International Airport,4,1159116261,37.00,-3.00
8,Airport,mid,Kaduna,KAD,terminal,DNKA,KAD,10,Kaduna Airport,4,1159116287,7.00,11.00
8,Airport,mid,Kananga,KGA,terminal,FZUA,KGA,10,Kananga Airport,4,1159116305,22.00,-6.00
8,Airport,mid,Kumasi,KMS,terminal,DGSI,KMS,10,Kumasi Airport,4,1159116323,-2.00,7.00
8,Airport,mid,Viña del Mar,KNA,ramp,SCVM,KNA,10,Viña del Mar Airport,4,1159116349,-71.00,-33.00
8,Airport,mid,Kanpur,KNU,terminal,VIKA,KNU,10,Kanpur Civil Airport,4,1159116365,80.00,26.00
8,Airport,mid,Kona Int'l at Keahole,KOA,terminal,PHKO,KOA,10,Kona International Airport,4,1159116385,-156.00,20.00
8,Airport,mid,Kirkwall,KOI,ramp,EGPA,KOI,10,Kirkwall Airport,4,1159116405,-3.00,59.00
8,Airport,mid,Kota,KTU,terminal,VIKO,KTU,10,Kota Airport,4,1159116425,76.00,25.00
8,Airport,major and military,Konya,KYA,terminal,LTAN,KYA,10,Konya Airport,4,1159116445,33.00,38.00
8,Airport,major,Blue Grass,LEX,terminal,KLEX,LEX,10,Blue Grass Airport,4,1159116465,-85.00,38.00
8,Airport,mid,Lihue,LIH,terminal,PHLI,LIH,10,Lihue Airport,4,1159116477,-159.00,22.00
8,Airport,major,Clinton National,LIT,terminal,KLIT,LIT,10,Bill and Hillary Clinton National Airport,5,1159116503,-92.00,35.00
8,Airport,mid,Los Mochis,LMM,ramp,MMLM,LMM,10,Valle del Fuerte Federal International Airport,4,1159116513,-109.00,26.00
8,Airport,mid,Venustiano Carranza Int'l,LOV,runway,MMMV,LOV,10,Venustiano Carranza International Airport,4,1159116531,-101.00,27.00
8,Airport,mid,Laredo Int'l,LRD,terminal,KLRD,LRD,10,Laredo International Airport,4,1159116549,-99.00,28.00
8,Airport,mid,Sumburgh,LSI,runway,EGPB,LSI,10,Sumburgh Airport,2,1159116567,-1.00,60.00
8,Airport,major,Bassel Al-Assad Int'l,LTK,terminal,OSLK,LTK,10,Bassel Al-Assad International Airport,4,1159116587,36.00,35.00
8,Airport,major,London Luton,LTN,terminal,EGGW,LTN,10,Luton Airport,4,1159116605,,52.00
8,Airport,mid,Svalbard Longyear,LYR,terminal,ENSB,LYR,10,Svalbard Airport,4,1159116623,15.00,78.00
8,Airport,mid,Sangster Int'l,MBJ,runway,MKJS,MBJ,10,Sangster International Airport,4,1159116641,-78.00,19.00
8,Airport,mid,Mandalay Int'l,MDL,terminal,VYMD,MDL,10,Mandalay International Airport,4,1159116657,96.00,22.00
8,Airport,major,Chicago Midway Int'l,MDW,terminal,KMDW,MDW,10,Chicago Midway International Airport,4,1159116663,-88.00,42.00
8,Airport,mid and military,Eloy Alfaro Int'l,MEC,runway,SEMT,MEC,10,Eloy Alfaro International Airport,4,1159116681,-81.00,-1.00
8,Airport,major,Montgomery Reg.,MGM,terminal,KMGM,MGM,10,Montgomery Regional Airport,4,1159116701,-86.00,32.00
8,Airport,major,Manchester-Boston Reg.,MHT,terminal,KMHT,MHT,10,Manchester–Boston Regional Airport,4,1159116733,-71.00,43.00
8,Airport,mid,Maiduguri Int'l,DNMA,terminal,DNMA,MIU,10,Maiduguri International Airport,4,1159116745,13.00,12.00
8,Airport,mid,Mbuji Mayi,MJM,terminal,FZWA,MJM,10,Mbuji Mayi Airport,4,1159116757,24.00,-6.00
8,Airport,mid,Minot Int'l,MOT,terminal,KMOT,MOT,10,Minot International Airport,4,1159116781,-101.00,48.00
8,Airport,mid,Missoula Int'l,MSO,terminal,KMSO,MSO,10,Missoula International Airport,4,1159116793,-114.00,47.00
8,Airport,mid,Gen R.S. Taboada Int'l,MXL,terminal,MMML,MXL,10,General Rodolfo Sánchez Taboada International Airport,4,1159116811,-115.00,33.00
8,Airport,major,Malpensa,MXP,terminal,LIMC,MXP,10,Milan–Malpensa Airport,4,1159116827,9.00,46.00
8,Airport,mid,Norfolk Island,NLK,terminal,YSNF,NLK,10,Norfolk Island Airport,4,1159116847,168.00,-29.00
8,Airport,major,Nurnberg,NUE,terminal,EDDN,NUE,10,Nuremberg Airport,4,1159116865,11.00,49.00
8,Airport,major,Odessa Int'l,ODS,terminal,UKOO,ODS,10,Odessa International Airport,4,1159116875,31.00,46.00
8,Airport,mid,Gold Coast,OOL,terminal,YBCG,OOL,10,Gold Coast Airport,4,1159116895,154.00,-28.00
8,Airport,mid,Oran Es Senia,ORN,terminal,DAOO,ORN,10,Oran Es Sénia Airport,4,1159116913,-1.00,36.00
8,Airport,mid,Lok Nayak Jaiprakash,PAT,terminal,VEPT,PAT,10,Lok Nayak Jayaprakash Airport,4,1159116937,85.00,26.00
8,Airport,mid,Paysandu,PDU,terminal,SUPU,PDU,10,Paysandú Airport,4,1159116951,-58.00,-32.00
8,Airport,major,Paphos Int'l,PFO,ramp,LCPH,PFO,10,Paphos International Airport,4,1159116971,32.00,35.00
8,Airport,mid,Sultan Mahmud Badaruddin II,PLM,terminal,WIPP,PLM,10,Sultan Mahmud Badaruddin II International Airport,4,1159116979,105.00,-3.00
8,Airport,mid,Polokwane Int'l,PTG,terminal,FAPP,PTG,10,Polokwane International Airport,4,1159117007,29.00,-24.00
8,Airport,mid,Punta Cana,PUJ,terminal,MDPC,PUJ,10,Punta Cana International Airport,4,1159117025,-68.00,19.00
8,Airport,mid,Queretaro Int'l,QRO,terminal,MMQT,QRO,10,Querétaro International Airport,4,1159117049,-100.00,21.00
8,Airport,mid,Rajkot,RAJ,runway,VARK,RAJ,10,Rajkot Airport,4,1159117053,71.00,22.00
8,Airport,major,Richmond Int'l,RIC,terminal,KRIC,RIC,10,Richmond International Airport,4,1159117071,-77.00,38.00
8,Airport,mid,Shah Makhdum,RJH,terminal,VGRJ,RJH,10,Shah Makhdum Airport,4,1159117089,89.00,24.00
8,Airport,major,Greater Rochester Int'l,ROC,terminal,KROC,ROC,10,Greater Rochester International Airport,4,1159117107,-78.00,43.00
8,Airport,mid,Rockhampton,ROK,terminal,YBRK,ROK,10,Rockhampton Airport,4,1159117127,150.00,-23.00
8,Airport,mid,Rostov-on-Don,ROV,terminal,URRR,ROV,10,Rostov-on-Don Airport,4,1159117147,40.00,47.00
8,Airport,mid,Saratov,RTW,ramp,UWSS,RTW,10,Saratov Tsentralny Airport,4,1159117175,46.00,52.00
8,Airport,mid,Ramón Villeda Morales Int'l,SAP,terminal,MHLM,SAP,10,Ramón Villeda Morales International Airport,4,1159117187,-88.00,15.00
8,Airport,mid,Santa Barbara Muni.,SBA,terminal,KSBA,SBA,10,Santa Barbara Municipal Airport,4,1159117215,-120.00,34.00
8,Airport,mid,Deadhorse,SCC,ramp,PASC,SCC,10,Deadhorse Airport,4,1159117221,-148.00,70.00
8,Airport,mid,Kangerlussuaq,SFJ,ramp,BGSF,SFJ,10,Kangerlussuaq Airport,4,1159117249,-51.00,67.00
8,Airport,major,Springfield Reg.,SGF,terminal,KSGF,SGF,10,Springfield-Branson National Airport,4,1159117257,-93.00,37.00
8,Airport,major,Shreveport Reg.,SHV,terminal,KSHV,SHV,10,Shreveport Regional Airport,4,1159117279,-94.00,32.00
8,Airport,major,Simferopol Int'l,SIP,ramp,UKFF,SIP,10,Simferopol International Airport,4,1159117305,34.00,45.00
8,Airport,mid,Sitka Rocky Gutierrez,SIT,terminal,PASI,SIT,10,Sitka Rocky Gutierrez Airport,4,1159117325,-135.00,57.00
8,Airport,major,Los Cabos Int'l,SJD,terminal,MMSD,SJD,10,Los Cabos International Airport,4,1159117339,-110.00,23.00
8,Airport,major,McNary Field,SLE,terminal,KSLE,SLE,10,McNary Field,4,1159117357,-123.00,45.00
8,Airport,mid,Plan de Guadalupe,SLW,ramp,MMIO,SLW,10,Plan de Guadalupe International Airport,4,1159117385,-101.00,26.00
8,Airport,major,Shannon,SNN,terminal,EINN,SNN,10,Shannon Airport,4,1159117403,-9.00,53.00
8,Airport,mid,Santo Pekoa Int'l,SON,runway,NVSS,SON,10,Santo-Pekoa International Airport,4,1159117423,167.00,-16.00
8,Airport,mid,Achmad Yani,SRG,terminal,WARS,SRG,10,Achmad Yani International Airport,4,1159117439,110.00,-7.00
8,Airport,military mid,Srinagar,SXR,ramp,VISR,SXR,10,Srinagar Airport,4,1159117453,75.00,34.00
8,Airport,mid,Tapachula Int'l,TAP,ramp,MMTP,TAP,10,Tapachula International Airport,4,1159117469,-92.00,15.00
8,Airport,major,Podgorica,TGD,terminal,LYPG,TGD,10,Podgorica Airport,4,1159117487,19.00,42.00
8,Airport,major,Tallahassee Reg.,TLH,terminal,KTLH,TLH,10,Tallahassee International Airport,4,1159117513,-84.00,30.00
8,Airport,major,Turin Int'l,TRN,terminal,LIMF,TRN,10,Turin Airport,4,1159117525,8.00,45.00
8,Airport,major,Taiyuan Wusu Int'l,TYN,terminal,ZBYN,TYN,10,Taiyuan Wusu International Airport,4,1159117549,113.00,38.00
